sex,amp,peak,n170,de
f,4.04036026993202,-0.604306877021519,1.61701308846482,-4.70380467723105
f,-1.23764604728254,-0.833811351195651,-0.117396673061324,-4.65891542461041
f,-9.90876598121465,-6.67388311059612,-5.88692373457822,-4.62429252627561
f,-0.632380718040886,-3.04035443541754,-2.18881384314959,-4.70640025463194
f,-6.3801164814359,1.84442411161824,3.22982063893094,-4.64542695983214
f,-9.22044723784407,0.707632660756823,2.71959924972243,-4.68398641188829
f,-4.47712410418932,3.0416343675266,7.23713749799303,-4.63530016203168
f,-8.2995002431548,-3.28719281312213,0.447196889230709,-4.62877207017998
f,-2.40426562069427,-0.160420601013488,-0.487942597224434,-4.68076067097745
f,-5.3768727162419,-2.60876834738741,-2.23338993979628,-4.68622709951551
f,-3.79308430754153,-4.06469338241024,-4.0366757758436,-4.71159440731704
f,-1.15871856360809,2.09672896645784,3.03573216433562,-4.63104850012818
f,-10.456159617828,-1.23925136119388,3.56435323690672,-4.63292453934882
f,-5.00371640401342,-1.73134139987263,-1.65176853239119,-4.69331300759708
f,4.51395454120802,-0.838738840870206,1.11603309500837,-4.73564538533269
f,-0.607910657338818,-2.72211625772197,-2.31767485281361,-4.75355117638901
f,0.358498899591058,-0.0959094279604217,1.3599947785215,-4.72568709110424
f,-11.1563304512699,6.18629636716755,6.55323781027356,-4.6027522224282
f,-6.63454614619364,-4.74520119519032,-2.09985315501109,-4.64355880366454
f,-6.09545762951383,2.77492480418338,5.0101279485389,-4.57703990091422
f,-3.73506687423766,1.38154469465336,3.15234502018238,-4.66690638418406
f,0.278275785882221,0.944231717944895,2.96559992131093,-4.71873318771317
f,-7.3443102901059,0.230903166199586,3.36355360001849,-4.62611222798709
f,2.10766045320719,-2.62538261518988,-0.462391106698603,-4.69870528587999
f,2.18264799491173,-2.610078624178,-1.97605747186245,-4.72705047505154
f,-2.42369489807381,-8.78723875029681,-8.3998733126426,-4.71660740691439
f,3.08930177616085,-3.10155855145204,-1.7357898428999,-4.70731523420772
f,-6.29892445312646,1.12327547519143,4.54281185813747,-4.58420525529519
f,-1.5139067633893,-9.70708512575463,-6.38735232279418,-4.6437938272202
f,4.112818058645,-12.3130848143569,-8.17357831372657,-4.69002630742104
f,0.816362037377949,-6.71833945620728,-5.51127134542819,-4.59243385432298
f,6.2963689508036,-9.90284536905111,-9.87216576261352,-4.67262953456711
f,-3.08277120328071,3.11272001088216,5.22127215921722,-4.69715470694251
f,1.70355088562272,0.25311759169046,1.55558986848546,-4.76829590149475
f,-2.85487763239642,-1.29546626019434,2.08960732315388,-4.70958799979196
f,-7.78760305891138,2.22771703135979,3.07785426356048,-4.61133763452677
f,-4.70834602719656,0.227565285300824,1.60952814098869,-4.6578287717622
f,-5.29004173206078,1.77666292723558,2.53505931433811,-4.71963609450977
f,-0.968415976671759,-2.35624145802985,-2.16399965844907,-4.61094114486432
f,5.23297182777941,-3.68296057792376,0.986117610295634,-4.6308610427542
f,-4.93572941441473,2.68472570721499,5.22325714786998,-4.70282481142061
f,5.8821970318455,5.3826845430072,8.29251741716326,-4.69588695988733
f,-1.23250069228736,-0.740644395876001,1.8088024927333,-4.60671588833717
f,-3.15018786864318,-4.94262134143928,-5.28475012138111,-4.67190535196111
f,4.85665762846292,-0.591529479736218,-0.191141428436138,-4.71757735620466
f,-7.44763281430335,-4.12863559295788,-3.77408682953457,-4.70569704981096
f,-4.88716264014033,-2.43492579335489,-1.32756590526783,-4.66938783533707
f,-10.7475316455327,2.84711017659699,5.43171469083279,-4.63468327688355
f,-1.56322934466057,-0.739903444159546,0.821207001482038,-4.62223926099188
f,-4.19189154342693,2.61414152488841,3.10653379576187,-4.71231063306838
f,-3.98926902297115,2.58431337953133,4.87296792487447,-4.72888758034978
f,-3.61100997224696,0.284633837460403,2.25669543941163,-4.67114151312153
f,-8.53141533946027,-0.888164419518831,-1.23853541443099,-4.66163544017705
f,5.04268704457354,-3.89757007591172,0.14151422256637,-4.70360856804026
f,4.3794419673745,0.0715724579922197,3.25950926104487,-4.69896430715301
f,-0.0627211040444996,0.838422112239216,2.64405284297692,-4.80979339493148
f,2.89775766709781,-2.98783834156904,0.370191132511777,-4.84752348009655
f,-0.592882371281898,-4.44866248829627,-2.51112211615662,-4.63783198841815
f,2.663543083272,-4.27038015201534,-4.46977710090414,-4.74017671373582
f,1.75341018781377,5.18227010085906,6.92614035024489,-4.74375918603686
f,-0.513069177428519,-4.90589523284069,-2.00006516275229,-4.72414956546338
f,2.42235728101496,-2.34412029810896,-2.38732876256489,-4.78353639290301
f,0.220059891042289,-0.907523575448355,-0.397859483206535,-4.78996486803606
f,-6.7356713924095,0.126941561700435,2.62774545470548,-4.69382288474802
f,-9.88598480991297,-0.837290855733158,-1.73909555030961,-4.65467769103973
f,0.798873989904688,-6.99029304083996,-5.04003544634642,-4.70389486544695
f,7.63470052745148,-9.76691129014167,-7.45624463211693,-4.69721005536635
f,-6.25626658957924,-5.13198864986083,-2.0293258339124,-4.69446801825588
f,-3.05824476733396,2.49875733129225,6.0965193859772,-4.67448559123108
f,0.20725147664671,-4.80535957213858,-4.66078309595844,-4.69741824731652
f,0.386028706383213,-3.13926653884399,-1.17160050186019,-4.75070794259764
f,-3.56537821273262,-4.02237465733788,0.992809994122422,-4.67732349113478
f,-0.638074519062758,-4.17731488002997,-1.61192559350899,-4.70544639388401
f,-3.27079831321142,0.0718276229300408,0.693311066599597,-4.70857818629539
f,-0.419402786678303,-2.7906303532203,-0.564658827641653,-4.63466688464309
f,-3.53661847948705,6.79954833547452,7.91242625711924,-4.61793003790466
f,-5.50619251852061,-6.36893880826852,-5.63682104489377,-4.66971701752032
f,-4.50052966401717,-2.83036423454605,-0.959240760504578,-4.69304943650624
f,0.813576282938157,-3.49321224903239,-2.89455993519245,-4.74183116942299
f,1.91504272304849,2.33874626047918,4.24886607944299,-4.72637997968397
f,-1.01319773927439,7.17052396202943,8.76382980638671,-4.72561503636135
f,-10.1231947297403,-1.67664649257389,2.98472617396767,-4.6340844967797
f,0.909005378740897,7.02487937673138,8.65193572170675,-4.6859270752281
f,-0.350632616812158,-8.56945934731899,-5.87474829060431,-4.67706105051353
f,-2.91520187031668,4.64189944083804,8.88864864191743,-4.74373838208108
f,-2.58852135607828,-2.54340718632578,0.18725176138693,-4.71418056906218
f,-1.95925903731843,-0.36495899302549,1.19046333371921,-4.68014943870054
f,-3.9627270710012,-0.485221804664181,3.06200751495445,-4.72107231544095
f,2.58640523412481,-2.97964970894642,-3.02152084312344,-4.66153024094576
f,-1.36885253672856,-4.16144842976007,-4.48403964623487,-4.7053213679867
f,4.86967830133364,4.25291123958341,7.84577992566628,-4.67915475270405
f,-5.03284811844752,-0.467201217168832,1.08375354095786,-4.60474327336403
f,-5.69776250755177,-4.67513175457334,-1.83828918456161,-4.60418809339446
f,-2.48337173679467,-4.06900252478498,-0.701269789311528,-4.66799426061955
f,-3.01963647405948,0.231672130172717,-1.27552923583711,-4.69345170828725
f,-12.7032000677097,-3.48804253657989,-2.38160496105607,-4.57643570629718
f,-3.4247136636724,-2.18226401443097,0.364758133065678,-4.66932310310191
f,-5.45531988797736,-0.354745908078151,1.22573832527443,-4.70754961904011
f,-2.5160810157809,-2.01664738449164,0.242184413290883,-4.68607084878508
f,-3.97505938390928,-1.43708424308843,0.801863011689635,-4.67456629925444
f,-3.11871661278122,-5.68301611132749,-1.3675660750075,-4.68829125701637
f,2.63712959754716,0.108708338067302,3.50387637166169,-4.67169526174104
f,-2.8243578457579,-1.62905725388217,1.39872423041438,-4.72735445713613
f,7.04893421862741,-7.49649553872096,-4.35205912860331,-4.72997316854885
f,2.68130044113413,-4.99249942267016,-4.80279684651863,-4.76982339155366
f,-5.20174997162339,0.107068503449299,9.11905455832251,-4.6019019730834
f,-2.06839468192167,-4.14918484424858,-2.66725473371919,-4.63883256898171
f,-2.80997992657908,0.623741932759387,1.65396234308704,-4.68600410308384
f,-0.119086454560431,13.9086248508241,15.4320033845278,-4.70694714217466
f,-0.448817780773109,-1.4551267061852,4.84320550179658,-4.71239421476276
f,-2.59518805425396,-2.68219978314147,-0.859664014209555,-4.6964325227845
f,-6.19545646836368,0.662482617702477,1.17934221512582,-4.7093735096348
f,-4.15744994109299,-2.72843464389235,-1.80265180710032,-4.77103354742521
f,1.39756078217512,-3.89163907987956,-2.26049762987282,-4.72513829212615
f,-4.54978756600115,-0.0783602112452573,-0.0558904838595066,-4.65728920784428
f,-1.91442251723299,-5.35721345926739,-2.66624052431845,-4.65284098168165
f,0.731128341580564,1.66730609287037,3.31145952895071,-4.69139291964456
f,-8.58842096685776,-0.332641025469504,0.22262522026934,-4.63817871764582
f,5.71540222108835,-2.2053322319272,-0.968201031133794,-4.76177034793321
f,-5.49063156842162,-4.21698091978475,-3.60267576754261,-4.7722094447463
f,0.699614260561297,0.166925468826372,2.47162442542855,-4.72460952385547
f,-4.35141253665202,-7.31463319547512,-5.10910859007562,-4.74357927790391
f,-4.97594054543142,-4.91181152488062,-2.53836672591382,-4.63461378097214
f,2.615988485497,-6.99200039915547,-4.51025369918362,-4.68192766027553
f,0.62126656381696,-6.27220977802623,-3.89171575580051,-4.68624821481025
f,-4.12945221176676,0.574131868334113,0.233384545278243,-4.67007222212474
f,-2.90516082646954,-4.27337504345588,-3.09826189218951,-4.69430708658012
f,-0.402911073799595,0.363913734179826,2.34803352146249,-4.67047740343133
f,-0.817440261623464,1.17067603225472,1.36479103258576,-4.70842889702662
f,-5.18499901095746,-2.31658028000945,-1.54852152129726,-4.71605027526079
f,-1.36692690622291,-3.87735586871829,0.0479397839015986,-4.74590715853155
f,-3.80974811480848,0.61981933592141,1.189014035996,-4.68654962372869
f,-11.3107431179813,0.923263102116039,3.6164278708158,-4.57890088913827
f,-0.695045095455278,-6.00843272741627,-3.80687939651161,-4.65872849665903
f,-4.53396356097085,-0.961247725186402,2.49505866010057,-4.75378920699608
f,-4.52693043339834,0.864100606947302,3.08455443710134,-4.68838438817312
f,-5.64387480925794,6.8870326587413,7.86871437697328,-4.64478600823673
f,2.88516891858565,1.54415103179937,-0.576603456795821,-4.70753995466134
f,5.01052394831132,-1.63850384927319,-0.692250064300268,-4.69321480911849
f,2.76701326988233,-9.28482603350533,-7.65763834497067,-4.79417379018952
f,-4.20926882221207,12.5253037166338,16.4985919445741,-4.74484479542435
f,1.22186848265493,-3.59014743911898,-2.03014355545506,-4.78702960983841
f,-0.406002821979807,-1.66440243104164,1.53624950509909,-4.65795290280634
f,4.31182675573087,-9.64727093211611,-2.43846826257596,-4.63273846605153
f,3.25866784534941,-1.55131377070874,1.98878840418947,-4.63476717395944
f,-2.68919953296788,-9.09651751811308,-9.02252216668802,-4.65478392372767
f,-2.53894225296002,2.83306797907287,4.82060728942257,-4.72418949802543
f,5.03380047447422,-0.960481529631047,1.73986222309703,-4.53711612376395
f,6.44497324584581,-12.7043104617196,-11.7038678918105,-4.5509867753169
f,1.13349875255553,-4.37268365918816,-1.65923791075866,-4.57971435941006
f,9.12954424448746,-14.5759103863697,-10.4054393361528,-4.53811169391705
f,-5.51593042135772,1.04745613928273,3.49025763056724,-4.68473114562684
f,6.08685675307163,-0.31709577961992,4.88947015904858,-4.53418757727806
f,-1.50118424316201,1.0696772770514,2.22817855583618,-4.59602061754079
f,2.83379677190266,-9.08486811371371,-5.26648974383681,-4.58767142770921
f,-6.71066571998967,2.16525889448385,6.33327544006336,-4.50071309567538
f,4.70395480232973,-6.45275014309842,-2.28247384266242,-4.6168657105872
f,0.535962642547461,-9.1676279727101,-8.16310365779912,-4.59447809719293
f,-5.95944580465237,-10.6564432227399,-3.34064650127969,-4.61459096935165
f,-1.61143694489528,-11.1386420073555,-6.62216366123282,-4.56443359380562
f,-5.7977158266025,-1.21000041764381,1.42837276976751,-4.64086882354384
f,3.71832031355748,1.57744205379228,6.50372649764838,-4.65876832634475
f,0.0431008701980322,-3.24638939130698,-0.758711002567432,-4.69105889894504
f,-8.93865421968577,-1.40958167092782,1.46314029891781,-4.61640511432919
f,1.49471676450275,0.269459104294923,5.03224912339161,-4.57334166406074
f,1.7381940282724,0.0471539037063134,2.27774105568936,-4.64684594088027
f,5.22993414554457,-1.10344522773021,1.41113149197992,-4.62727514651901
f,2.28535700755697,5.24536672454197,7.96069808245631,-4.62141876953854
f,-8.19573677078487,3.14749127475102,8.37638054785936,-4.66371356634519
f,0.0894854885038824,-0.357413321274021,2.33113288185568,-4.5976385779469
f,-1.36363703042758,-11.67011044895,-6.00249081955583,-4.63378048766042
f,-14.354558251529,-6.17652669106712,-2.02633596332875,-4.55552670792949
f,7.79571058485206,-4.88173128087099,-2.53899065986447,-4.55572990069436
f,-2.82423699173514,10.2562426631577,12.2277925183136,-4.55341093558527
f,8.93354954974869,-18.2955208237482,-14.5431740523855,-4.5852295216538
f,-3.38160647982674,-0.698474717800143,-0.527385213721367,-4.56431424033334
f,5.88337091066323,-3.09987302342336,-2.1750206503829,-4.60074196282192
f,0.316080639505928,-3.47859774361525,5.20862273455032,-4.5893668581653
f,-5.71273532543687,-2.31819164815964,0.656185206071963,-4.53808213277697
f,-0.503684933219376,-0.80641187779158,3.35711035925113,-4.55669193583824
f,-2.52137858506716,1.54826962211829,4.99777075611944,-4.55529035911207
f,0.869211817157646,-4.62414836152852,-2.81473155680956,-4.612458393455
f,-4.59913924389171,-1.65562636633438,2.22339838123651,-4.6459458041229
f,-9.13775100268506,-9.38279730792265,-9.06419498852108,-4.50023546148764
f,-2.42637633265135,0.47424561640559,4.87667956743548,-4.66661169504676
f,-0.442612739416225,-0.440969571055505,1.8263648642316,-4.65429585096006
f,2.19314308687808,-4.57485520898132,2.02949994702724,-4.59813712214744
f,3.42230336732499,-1.09408687286898,-2.14163953108199,-4.61938474327009
f,4.33360374010427,0.0429901906380485,-0.544129072396645,-4.67135587461824
f,-1.97376084171267,3.69289147125672,4.71609500216489,-4.72894058952151
f,-4.55567947915184,0.86673081052337,3.21015744426684,-4.58836991505478
f,2.00013958663159,-2.69526699931925,-0.0232672695586533,-4.62788714863463
f,-5.42321923511772,-5.19154310290183,-5.75391179377825,-4.6277847195835
f,-5.99209138651467,-0.167663439556325,2.24627277684723,-4.56182674969095
f,10.2701323018956,-8.83807912790944,-8.32791287045431,-4.63382571249047
f,4.76600266857504,-3.61009284337733,0.566060654653459,-4.60403362569797
f,-1.50437446928933,-5.80730226355396,-1.60454737757624,-4.56178257624142
f,6.65852761799343,-3.99579277439953,-3.83693203921565,-4.58287057062935
f,0.201643223287613,-0.634559849015371,0.948136519217461,-4.52624144011843
f,-9.02837082727415,-3.27090412278294,-0.42431236161406,-4.53391550466696
f,-3.51656582844769,-1.10949431489056,0.480213077933539,-4.58940693850912
f,8.74937506192119,-6.78844454041354,-2.80504654100415,-4.58751911878008
f,-7.62828133625461,-0.544424992520125,0.124535809379445,-4.60259193430995
f,-3.51656926791028,2.0415489117805,-0.320035712709097,-4.53843765170925
f,-5.29120023610824,3.85647970076933,6.26299394616256,-4.60748012025569
f,2.85637811794861,-1.04675614533498,-1.0903768505342,-4.62716242021896
f,0.679251279203742,5.44985694758308,7.87086282625393,-4.5359817065344
f,-9.11702429482,3.79974225969184,6.16195766723108,-4.61074294468142
f,3.72606660976239,7.56563221921496,12.824130222725,-4.6727486367399
f,2.25730063318862,0.874206108303071,4.97144442290143,-4.69171767991523
f,-0.432232105549591,-0.477419120916622,3.10654801047857,-4.60526431232051
f,-2.5653169115316,-3.0203340828011,-1.86398935731911,-4.59641313009452
f,5.31862817216563,-0.851602281004223,0.0594889533519509,-4.61418372997663
f,10.7321940066024,-11.0886613887017,-9.59909200507637,-4.59357491592089
f,-2.70029250832935,-3.13560446928371,-1.43408083277934,-4.59080571166428
f,1.7980676517056,-5.47495183605183,-0.580123448669725,-4.64837329156176
f,4.12185783190108,-2.10885162650242,-0.783598559107513,-4.69220481536968
f,3.09460179850436,1.19697390956939,3.01971060924103,-4.59782358231021
f,-1.37037521245154,-5.12713926789624,-3.20008112655638,-4.65376492727357
f,-5.24465502822458,-3.91609174528029,-3.54335893300601,-4.6157900154033
f,-2.28783922257904,2.174753038713,4.39120668589206,-4.70708188871187
f,-4.19587524555867,1.28427936031608,5.25515915726074,-4.58041368146638
f,-1.34380144717923,-3.13634734501945,-2.21883074411158,-4.65468162660079
f,-5.52434295252214,-3.33202538042119,-2.703127663996,-4.65438100570515
f,0.431029244366535,-0.511749595438681,-1.20151750063322,-4.62818478585512
f,-2.78222325805054,-6.79349397783385,-4.03549736119494,-4.66676296051645
f,0.54728596150495,-1.65401133942057,3.29035164618344,-4.60387608940896
f,-5.01319524826015,-4.48989162165208,-1.73567454999608,-4.62610177298605
f,-4.84685078232679,1.48520143706428,4.7925185938833,-4.63296997086028
f,-2.85425470869435,-1.1899285516432,-1.52122196948588,-4.6122235327012
f,3.15556889685979,-1.6735464812902,5.18739667562609,-4.64871667096922
